link_text,href,link_type,section_title,absolute_href
Tag,#Tag,internal_anchor,Beautiful Soup 3 ¶,https://www.crummy.com/software/BeautifulSoup/bs4/doc/#Tag
Tag,#Tag,internal_anchor,Beautiful Soup 3 ¶,https://www.crummy.com/software/BeautifulSoup/bs4/doc/#Tag
Tag,#Tag,internal_anchor,Beautiful Soup 3 ¶,https://www.crummy.com/software/BeautifulSoup/bs4/doc/#Tag
string,#id11,internal_anchor,Beautiful Soup 3 ¶,https://www.crummy.com/software/BeautifulSoup/bs4/doc/#id11
name,#name,internal_anchor,Beautiful Soup 3 ¶,https://www.crummy.com/software/BeautifulSoup/bs4/doc/#name
Tag.string,#string,internal_anchor,Beautiful Soup 3 ¶,https://www.crummy.com/software/BeautifulSoup/bs4/doc/#string
string,#id11,internal_anchor,Beautiful Soup 3 ¶,https://www.crummy.com/software/BeautifulSoup/bs4/doc/#id11
PEP 8 compliance,http://www.python.org/dev/peps/pep-0008/,external_link,Porting code to BS4 ¶,http://www.python.org/dev/peps/pep-0008/
¶,#you-need-a-parser,internal_anchor,Porting code to BS4 ¶,https://www.crummy.com/software/BeautifulSoup/bs4/doc/#you-need-a-parser
Installing a parser,#installing-a-parser,internal_anchor,Porting code to BS4 ¶,https://www.crummy.com/software/BeautifulSoup/bs4/doc/#installing-a-parser
¶,#property-names,internal_anchor,Porting code to BS4 ¶,https://www.crummy.com/software/BeautifulSoup/bs4/doc/#property-names
¶,#generators,internal_anchor,Porting code to BS4 ¶,https://www.crummy.com/software/BeautifulSoup/bs4/doc/#generators
¶,#xml,internal_anchor,Porting code to BS4 ¶,https://www.crummy.com/software/BeautifulSoup/bs4/doc/#xml
¶,#entities,internal_anchor,Porting code to BS4 ¶,https://www.crummy.com/software/BeautifulSoup/bs4/doc/#entities
"Unicode, Dammit",#unicode-dammit,internal_anchor,Porting code to BS4 ¶,https://www.crummy.com/software/BeautifulSoup/bs4/doc/#unicode-dammit
output formatter,#output-formatters,internal_anchor,Porting code to BS4 ¶,https://www.crummy.com/software/BeautifulSoup/bs4/doc/#output-formatters
¶,#id17,internal_anchor,Porting code to BS4 ¶,https://www.crummy.com/software/BeautifulSoup/bs4/doc/#id17
Tag.string,#string,internal_anchor,Porting code to BS4 ¶,https://www.crummy.com/software/BeautifulSoup/bs4/doc/#string
Multi-valued attributes,#multi-valued-attributes,internal_anchor,Porting code to BS4 ¶,https://www.crummy.com/software/BeautifulSoup/bs4/doc/#multi-valued-attributes
Tag,#Tag,internal_anchor,Porting code to BS4 ¶,https://www.crummy.com/software/BeautifulSoup/bs4/doc/#Tag
Tag,#Tag,internal_anchor,Porting code to BS4 ¶,https://www.crummy.com/software/BeautifulSoup/bs4/doc/#Tag
Tag,#Tag,internal_anchor,Porting code to BS4 ¶,https://www.crummy.com/software/BeautifulSoup/bs4/doc/#Tag
string,#id11,internal_anchor,Porting code to BS4 ¶,https://www.crummy.com/software/BeautifulSoup/bs4/doc/#id11
name,#name,internal_anchor,Porting code to BS4 ¶,https://www.crummy.com/software/BeautifulSoup/bs4/doc/#name
Tag.string,#string,internal_anchor,Porting code to BS4 ¶,https://www.crummy.com/software/BeautifulSoup/bs4/doc/#string
string,#id11,internal_anchor,Porting code to BS4 ¶,https://www.crummy.com/software/BeautifulSoup/bs4/doc/#id11
Installing a parser,#installing-a-parser,internal_anchor,You need a parser ¶,https://www.crummy.com/software/BeautifulSoup/bs4/doc/#installing-a-parser
"Unicode, Dammit",#unicode-dammit,internal_anchor,Entities ¶,https://www.crummy.com/software/BeautifulSoup/bs4/doc/#unicode-dammit
output formatter,#output-formatters,internal_anchor,Entities ¶,https://www.crummy.com/software/BeautifulSoup/bs4/doc/#output-formatters
Tag.string,#string,internal_anchor,Miscellaneous ¶,https://www.crummy.com/software/BeautifulSoup/bs4/doc/#string
Multi-valued attributes,#multi-valued-attributes,internal_anchor,Miscellaneous ¶,https://www.crummy.com/software/BeautifulSoup/bs4/doc/#multi-valued-attributes
Tag,#Tag,internal_anchor,Miscellaneous ¶,https://www.crummy.com/software/BeautifulSoup/bs4/doc/#Tag
Tag,#Tag,internal_anchor,Miscellaneous ¶,https://www.crummy.com/software/BeautifulSoup/bs4/doc/#Tag
Tag,#Tag,internal_anchor,Miscellaneous ¶,https://www.crummy.com/software/BeautifulSoup/bs4/doc/#Tag
string,#id11,internal_anchor,Miscellaneous ¶,https://www.crummy.com/software/BeautifulSoup/bs4/doc/#id11
name,#name,internal_anchor,Miscellaneous ¶,https://www.crummy.com/software/BeautifulSoup/bs4/doc/#name
Tag.string,#string,internal_anchor,Miscellaneous ¶,https://www.crummy.com/software/BeautifulSoup/bs4/doc/#string
string,#id11,internal_anchor,Miscellaneous ¶,https://www.crummy.com/software/BeautifulSoup/bs4/doc/#id11
Beautiful Soup Documentation,#,internal_anchor,Table of Contents,https://www.crummy.com/software/BeautifulSoup/bs4/doc/
Getting help,#getting-help,internal_anchor,Table of Contents,https://www.crummy.com/software/BeautifulSoup/bs4/doc/#getting-help
API documentation,#api-documentation,internal_anchor,Table of Contents,https://www.crummy.com/software/BeautifulSoup/bs4/doc/#api-documentation
Quick Start,#quick-start,internal_anchor,Table of Contents,https://www.crummy.com/software/BeautifulSoup/bs4/doc/#quick-start
Installing Beautiful Soup,#installing-beautiful-soup,internal_anchor,Table of Contents,https://www.crummy.com/software/BeautifulSoup/bs4/doc/#installing-beautiful-soup
Installing a parser,#installing-a-parser,internal_anchor,Table of Contents,https://www.crummy.com/software/BeautifulSoup/bs4/doc/#installing-a-parser
Making the soup,#making-the-soup,internal_anchor,Table of Contents,https://www.crummy.com/software/BeautifulSoup/bs4/doc/#making-the-soup
Kinds of objects,#kinds-of-objects,internal_anchor,Table of Contents,https://www.crummy.com/software/BeautifulSoup/bs4/doc/#kinds-of-objects
Tag,#Tag,internal_anchor,Table of Contents,https://www.crummy.com/software/BeautifulSoup/bs4/doc/#Tag
Tag.name,#Tag.name,internal_anchor,Table of Contents,https://www.crummy.com/software/BeautifulSoup/bs4/doc/#Tag.name
Tag.attrs,#Tag.attrs,internal_anchor,Table of Contents,https://www.crummy.com/software/BeautifulSoup/bs4/doc/#Tag.attrs
NavigableString,#NavigableString,internal_anchor,Table of Contents,https://www.crummy.com/software/BeautifulSoup/bs4/doc/#NavigableString
Special strings,#special-strings,internal_anchor,Table of Contents,https://www.crummy.com/software/BeautifulSoup/bs4/doc/#special-strings
Comment,#Comment,internal_anchor,Table of Contents,https://www.crummy.com/software/BeautifulSoup/bs4/doc/#Comment
For HTML documents,#for-html-documents,internal_anchor,Table of Contents,https://www.crummy.com/software/BeautifulSoup/bs4/doc/#for-html-documents
Stylesheet,#Stylesheet,internal_anchor,Table of Contents,https://www.crummy.com/software/BeautifulSoup/bs4/doc/#Stylesheet
Script,#Script,internal_anchor,Table of Contents,https://www.crummy.com/software/BeautifulSoup/bs4/doc/#Script
Template,#Template,internal_anchor,Table of Contents,https://www.crummy.com/software/BeautifulSoup/bs4/doc/#Template
For XML documents,#for-xml-documents,internal_anchor,Table of Contents,https://www.crummy.com/software/BeautifulSoup/bs4/doc/#for-xml-documents
Declaration,#Declaration,internal_anchor,Table of Contents,https://www.crummy.com/software/BeautifulSoup/bs4/doc/#Declaration
Doctype,#Doctype,internal_anchor,Table of Contents,https://www.crummy.com/software/BeautifulSoup/bs4/doc/#Doctype
CData,#CData,internal_anchor,Table of Contents,https://www.crummy.com/software/BeautifulSoup/bs4/doc/#CData
ProcessingInstruction,#ProcessingInstruction,internal_anchor,Table of Contents,https://www.crummy.com/software/BeautifulSoup/bs4/doc/#ProcessingInstruction
Navigating the tree,#navigating-the-tree,internal_anchor,Table of Contents,https://www.crummy.com/software/BeautifulSoup/bs4/doc/#navigating-the-tree
Going down,#going-down,internal_anchor,Table of Contents,https://www.crummy.com/software/BeautifulSoup/bs4/doc/#going-down
Navigating using tag names,#navigating-using-tag-names,internal_anchor,Table of Contents,https://www.crummy.com/software/BeautifulSoup/bs4/doc/#navigating-using-tag-names
.contents and .children,#contents-and-children,internal_anchor,Table of Contents,https://www.crummy.com/software/BeautifulSoup/bs4/doc/#contents-and-children
.descendants,#descendants,internal_anchor,Table of Contents,https://www.crummy.com/software/BeautifulSoup/bs4/doc/#descendants
.string,#string,internal_anchor,Table of Contents,https://www.crummy.com/software/BeautifulSoup/bs4/doc/#string
.strings and stripped_strings,#strings-and-stripped-strings,internal_anchor,Table of Contents,https://www.crummy.com/software/BeautifulSoup/bs4/doc/#strings-and-stripped-strings
Going up,#going-up,internal_anchor,Table of Contents,https://www.crummy.com/software/BeautifulSoup/bs4/doc/#going-up
.parent,#parent,internal_anchor,Table of Contents,https://www.crummy.com/software/BeautifulSoup/bs4/doc/#parent
.parents,#parents,internal_anchor,Table of Contents,https://www.crummy.com/software/BeautifulSoup/bs4/doc/#parents
.self_and_parents,#self-and-parents,internal_anchor,Table of Contents,https://www.crummy.com/software/BeautifulSoup/bs4/doc/#self-and-parents
Going sideways,#going-sideways,internal_anchor,Table of Contents,https://www.crummy.com/software/BeautifulSoup/bs4/doc/#going-sideways
.next_sibling and .previous_sibling,#next-sibling-and-previous-sibling,internal_anchor,Table of Contents,https://www.crummy.com/software/BeautifulSoup/bs4/doc/#next-sibling-and-previous-sibling
.next_siblings and .previous_siblings,#next-siblings-and-previous-siblings,internal_anchor,Table of Contents,https://www.crummy.com/software/BeautifulSoup/bs4/doc/#next-siblings-and-previous-siblings
Going back and forth,#going-back-and-forth,internal_anchor,Table of Contents,https://www.crummy.com/software/BeautifulSoup/bs4/doc/#going-back-and-forth
.next_element and .previous_element,#next-element-and-previous-element,internal_anchor,Table of Contents,https://www.crummy.com/software/BeautifulSoup/bs4/doc/#next-element-and-previous-element
.next_elements and .previous_elements,#next-elements-and-previous-elements,internal_anchor,Table of Contents,https://www.crummy.com/software/BeautifulSoup/bs4/doc/#next-elements-and-previous-elements
Searching the tree,#searching-the-tree,internal_anchor,Table of Contents,https://www.crummy.com/software/BeautifulSoup/bs4/doc/#searching-the-tree
Kinds of filters,#kinds-of-filters,internal_anchor,Table of Contents,https://www.crummy.com/software/BeautifulSoup/bs4/doc/#kinds-of-filters
A string,#a-string,internal_anchor,Table of Contents,https://www.crummy.com/software/BeautifulSoup/bs4/doc/#a-string
A regular expression,#a-regular-expression,internal_anchor,Table of Contents,https://www.crummy.com/software/BeautifulSoup/bs4/doc/#a-regular-expression
True,#true,internal_anchor,Table of Contents,https://www.crummy.com/software/BeautifulSoup/bs4/doc/#true
A function,#a-function,internal_anchor,Table of Contents,https://www.crummy.com/software/BeautifulSoup/bs4/doc/#a-function
A list,#a-list,internal_anchor,Table of Contents,https://www.crummy.com/software/BeautifulSoup/bs4/doc/#a-list
find_all(),#find-all,internal_anchor,Table of Contents,https://www.crummy.com/software/BeautifulSoup/bs4/doc/#find-all
The name argument,#the-name-argument,internal_anchor,Table of Contents,https://www.crummy.com/software/BeautifulSoup/bs4/doc/#the-name-argument
The keyword arguments,#the-keyword-arguments,internal_anchor,Table of Contents,https://www.crummy.com/software/BeautifulSoup/bs4/doc/#the-keyword-arguments
Searching by CSS class,#searching-by-css-class,internal_anchor,Table of Contents,https://www.crummy.com/software/BeautifulSoup/bs4/doc/#searching-by-css-class
The string argument,#the-string-argument,internal_anchor,Table of Contents,https://www.crummy.com/software/BeautifulSoup/bs4/doc/#the-string-argument
The limit argument,#the-limit-argument,internal_anchor,Table of Contents,https://www.crummy.com/software/BeautifulSoup/bs4/doc/#the-limit-argument
The recursive argument,#the-recursive-argument,internal_anchor,Table of Contents,https://www.crummy.com/software/BeautifulSoup/bs4/doc/#the-recursive-argument
Calling a tag is like calling find_all(),#calling-a-tag-is-like-calling-find-all,internal_anchor,Table of Contents,https://www.crummy.com/software/BeautifulSoup/bs4/doc/#calling-a-tag-is-like-calling-find-all
find(),#find,internal_anchor,Table of Contents,https://www.crummy.com/software/BeautifulSoup/bs4/doc/#find
find_parents() and find_parent(),#find-parents-and-find-parent,internal_anchor,Table of Contents,https://www.crummy.com/software/BeautifulSoup/bs4/doc/#find-parents-and-find-parent
find_next_siblings() and find_next_sibling(),#find-next-siblings-and-find-next-sibling,internal_anchor,Table of Contents,https://www.crummy.com/software/BeautifulSoup/bs4/doc/#find-next-siblings-and-find-next-sibling
find_previous_siblings() and find_previous_sibling(),#find-previous-siblings-and-find-previous-sibling,internal_anchor,Table of Contents,https://www.crummy.com/software/BeautifulSoup/bs4/doc/#find-previous-siblings-and-find-previous-sibling
find_all_next() and find_next(),#find-all-next-and-find-next,internal_anchor,Table of Contents,https://www.crummy.com/software/BeautifulSoup/bs4/doc/#find-all-next-and-find-next
find_all_previous() and find_previous(),#find-all-previous-and-find-previous,internal_anchor,Table of Contents,https://www.crummy.com/software/BeautifulSoup/bs4/doc/#find-all-previous-and-find-previous
CSS selectors through the .css property,#css-selectors-through-the-css-property,internal_anchor,Table of Contents,https://www.crummy.com/software/BeautifulSoup/bs4/doc/#css-selectors-through-the-css-property
Advanced Soup Sieve features,#advanced-soup-sieve-features,internal_anchor,Table of Contents,https://www.crummy.com/software/BeautifulSoup/bs4/doc/#advanced-soup-sieve-features
Namespaces in CSS selectors,#namespaces-in-css-selectors,internal_anchor,Table of Contents,https://www.crummy.com/software/BeautifulSoup/bs4/doc/#namespaces-in-css-selectors
History of CSS selector support,#history-of-css-selector-support,internal_anchor,Table of Contents,https://www.crummy.com/software/BeautifulSoup/bs4/doc/#history-of-css-selector-support
Modifying the tree,#modifying-the-tree,internal_anchor,Table of Contents,https://www.crummy.com/software/BeautifulSoup/bs4/doc/#modifying-the-tree
Changing tag names and attributes,#changing-tag-names-and-attributes,internal_anchor,Table of Contents,https://www.crummy.com/software/BeautifulSoup/bs4/doc/#changing-tag-names-and-attributes
Modifying .string,#modifying-string,internal_anchor,Table of Contents,https://www.crummy.com/software/BeautifulSoup/bs4/doc/#modifying-string
append(),#append,internal_anchor,Table of Contents,https://www.crummy.com/software/BeautifulSoup/bs4/doc/#append
extend(),#extend,internal_anchor,Table of Contents,https://www.crummy.com/software/BeautifulSoup/bs4/doc/#extend
NavigableString() and .new_tag(),#navigablestring-and-new-tag,internal_anchor,Table of Contents,https://www.crummy.com/software/BeautifulSoup/bs4/doc/#navigablestring-and-new-tag
insert(),#insert,internal_anchor,Table of Contents,https://www.crummy.com/software/BeautifulSoup/bs4/doc/#insert
insert_before() and insert_after(),#insert-before-and-insert-after,internal_anchor,Table of Contents,https://www.crummy.com/software/BeautifulSoup/bs4/doc/#insert-before-and-insert-after
clear(),#clear,internal_anchor,Table of Contents,https://www.crummy.com/software/BeautifulSoup/bs4/doc/#clear
extract(),#extract,internal_anchor,Table of Contents,https://www.crummy.com/software/BeautifulSoup/bs4/doc/#extract
decompose(),#decompose,internal_anchor,Table of Contents,https://www.crummy.com/software/BeautifulSoup/bs4/doc/#decompose
replace_with(),#replace-with,internal_anchor,Table of Contents,https://www.crummy.com/software/BeautifulSoup/bs4/doc/#replace-with
wrap(),#wrap,internal_anchor,Table of Contents,https://www.crummy.com/software/BeautifulSoup/bs4/doc/#wrap
unwrap(),#unwrap,internal_anchor,Table of Contents,https://www.crummy.com/software/BeautifulSoup/bs4/doc/#unwrap
smooth(),#smooth,internal_anchor,Table of Contents,https://www.crummy.com/software/BeautifulSoup/bs4/doc/#smooth
Output,#output,internal_anchor,Table of Contents,https://www.crummy.com/software/BeautifulSoup/bs4/doc/#output
Pretty-printing,#pretty-printing,internal_anchor,Table of Contents,https://www.crummy.com/software/BeautifulSoup/bs4/doc/#pretty-printing
Non-pretty printing,#non-pretty-printing,internal_anchor,Table of Contents,https://www.crummy.com/software/BeautifulSoup/bs4/doc/#non-pretty-printing
Output formatters,#output-formatters,internal_anchor,Table of Contents,https://www.crummy.com/software/BeautifulSoup/bs4/doc/#output-formatters
Formatter objects,#formatter-objects,internal_anchor,Table of Contents,https://www.crummy.com/software/BeautifulSoup/bs4/doc/#formatter-objects
HTMLFormatter,#HTMLFormatter,internal_anchor,Table of Contents,https://www.crummy.com/software/BeautifulSoup/bs4/doc/#HTMLFormatter
XMLFormatter,#XMLFormatter,internal_anchor,Table of Contents,https://www.crummy.com/software/BeautifulSoup/bs4/doc/#XMLFormatter
Writing your own formatter,#writing-your-own-formatter,internal_anchor,Table of Contents,https://www.crummy.com/software/BeautifulSoup/bs4/doc/#writing-your-own-formatter
get_text(),#get-text,internal_anchor,Table of Contents,https://www.crummy.com/software/BeautifulSoup/bs4/doc/#get-text
Specifying the parser to use,#specifying-the-parser-to-use,internal_anchor,Table of Contents,https://www.crummy.com/software/BeautifulSoup/bs4/doc/#specifying-the-parser-to-use
Differences between parsers,#differences-between-parsers,internal_anchor,Table of Contents,https://www.crummy.com/software/BeautifulSoup/bs4/doc/#differences-between-parsers
Encodings,#encodings,internal_anchor,Table of Contents,https://www.crummy.com/software/BeautifulSoup/bs4/doc/#encodings
Output encoding,#output-encoding,internal_anchor,Table of Contents,https://www.crummy.com/software/BeautifulSoup/bs4/doc/#output-encoding
"Unicode, Dammit",#unicode-dammit,internal_anchor,Table of Contents,https://www.crummy.com/software/BeautifulSoup/bs4/doc/#unicode-dammit
Smart quotes,#smart-quotes,internal_anchor,Table of Contents,https://www.crummy.com/software/BeautifulSoup/bs4/doc/#smart-quotes
Inconsistent encodings,#inconsistent-encodings,internal_anchor,Table of Contents,https://www.crummy.com/software/BeautifulSoup/bs4/doc/#inconsistent-encodings
Line numbers,#line-numbers,internal_anchor,Table of Contents,https://www.crummy.com/software/BeautifulSoup/bs4/doc/#line-numbers
Comparing objects for equality,#comparing-objects-for-equality,internal_anchor,Table of Contents,https://www.crummy.com/software/BeautifulSoup/bs4/doc/#comparing-objects-for-equality
Copying Beautiful Soup objects,#copying-beautiful-soup-objects,internal_anchor,Table of Contents,https://www.crummy.com/software/BeautifulSoup/bs4/doc/#copying-beautiful-soup-objects
Low-level search interface,#low-level-search-interface,internal_anchor,Table of Contents,https://www.crummy.com/software/BeautifulSoup/bs4/doc/#low-level-search-interface
Custom element filtering,#custom-element-filtering,internal_anchor,Table of Contents,https://www.crummy.com/software/BeautifulSoup/bs4/doc/#custom-element-filtering
ElementFilter,#ElementFilter,internal_anchor,Table of Contents,https://www.crummy.com/software/BeautifulSoup/bs4/doc/#ElementFilter
Custom element iteration,#custom-element-iteration,internal_anchor,Table of Contents,https://www.crummy.com/software/BeautifulSoup/bs4/doc/#custom-element-iteration
ElementFilter.filter(),#ElementFilter.filter,internal_anchor,Table of Contents,https://www.crummy.com/software/BeautifulSoup/bs4/doc/#ElementFilter.filter
Advanced parser customization,#advanced-parser-customization,internal_anchor,Table of Contents,https://www.crummy.com/software/BeautifulSoup/bs4/doc/#advanced-parser-customization
Parsing only part of a document,#parsing-only-part-of-a-document,internal_anchor,Table of Contents,https://www.crummy.com/software/BeautifulSoup/bs4/doc/#parsing-only-part-of-a-document
SoupStrainer,#SoupStrainer,internal_anchor,Table of Contents,https://www.crummy.com/software/BeautifulSoup/bs4/doc/#SoupStrainer
Customizing multi-valued attributes,#customizing-multi-valued-attributes,internal_anchor,Table of Contents,https://www.crummy.com/software/BeautifulSoup/bs4/doc/#customizing-multi-valued-attributes
Handling duplicate attributes,#handling-duplicate-attributes,internal_anchor,Table of Contents,https://www.crummy.com/software/BeautifulSoup/bs4/doc/#handling-duplicate-attributes
Instantiating custom subclasses,#instantiating-custom-subclasses,internal_anchor,Table of Contents,https://www.crummy.com/software/BeautifulSoup/bs4/doc/#instantiating-custom-subclasses
Troubleshooting,#troubleshooting,internal_anchor,Table of Contents,https://www.crummy.com/software/BeautifulSoup/bs4/doc/#troubleshooting
diagnose(),#diagnose,internal_anchor,Table of Contents,https://www.crummy.com/software/BeautifulSoup/bs4/doc/#diagnose
Errors when parsing a document,#errors-when-parsing-a-document,internal_anchor,Table of Contents,https://www.crummy.com/software/BeautifulSoup/bs4/doc/#errors-when-parsing-a-document
Version mismatch problems,#version-mismatch-problems,internal_anchor,Table of Contents,https://www.crummy.com/software/BeautifulSoup/bs4/doc/#version-mismatch-problems
Parsing XML,#parsing-xml,internal_anchor,Table of Contents,https://www.crummy.com/software/BeautifulSoup/bs4/doc/#parsing-xml
Other parser problems,#other-parser-problems,internal_anchor,Table of Contents,https://www.crummy.com/software/BeautifulSoup/bs4/doc/#other-parser-problems
Miscellaneous,#miscellaneous,internal_anchor,Table of Contents,https://www.crummy.com/software/BeautifulSoup/bs4/doc/#miscellaneous
Improving Performance,#improving-performance,internal_anchor,Table of Contents,https://www.crummy.com/software/BeautifulSoup/bs4/doc/#improving-performance
Translating this documentation,#translating-this-documentation,internal_anchor,Table of Contents,https://www.crummy.com/software/BeautifulSoup/bs4/doc/#translating-this-documentation
Beautiful Soup 3,#id16,internal_anchor,Table of Contents,https://www.crummy.com/software/BeautifulSoup/bs4/doc/#id16
Porting code to BS4,#porting-code-to-bs4,internal_anchor,Table of Contents,https://www.crummy.com/software/BeautifulSoup/bs4/doc/#porting-code-to-bs4
You need a parser,#you-need-a-parser,internal_anchor,Table of Contents,https://www.crummy.com/software/BeautifulSoup/bs4/doc/#you-need-a-parser
Property names,#property-names,internal_anchor,Table of Contents,https://www.crummy.com/software/BeautifulSoup/bs4/doc/#property-names
Generators,#generators,internal_anchor,Table of Contents,https://www.crummy.com/software/BeautifulSoup/bs4/doc/#generators
XML,#xml,internal_anchor,Table of Contents,https://www.crummy.com/software/BeautifulSoup/bs4/doc/#xml
Entities,#entities,internal_anchor,Table of Contents,https://www.crummy.com/software/BeautifulSoup/bs4/doc/#entities
Miscellaneous,#id17,internal_anchor,Table of Contents,https://www.crummy.com/software/BeautifulSoup/bs4/doc/#id17
